tank,sample,date,no_leaves,no_leaves_avg,lux_growbed,notes,diseases,height,height_avg,root_length_avg
6,Growth Bed,2017-08-23,NA,5.67,NA,Green variety very yellow,NA,NA,2.42,NA
6,Growth Bed,2017-08-25,NA,6.5,NA,"Biggest crops of tanks 4,5,6",NA,NA,2.92,13.5
6,Growth Bed,2017-08-28,NA,6.5,NA,Significant growth over weekend,NA,NA,3.38,15.67
6,H,2017-07-24,4,NA,NA,NA,Purple,1.5,NA,NA
6,H,2017-07-26,4,NA,NA,NA,None,1.5,NA,NA
6,H,2017-07-28,4,NA,NA,NA,"Black spots on growing medium, 1 cot dying",1.5,NA,NA
6,H,2017-07-30,4,NA,NA,NA,None,1.8,NA,NA
6,H,2017-07-31,4,NA,NA,NA,None,1.5,NA,NA
6,H,2017-08-02,5,NA,NA,NA,None,1.6,NA,NA
6,H,2017-08-05,5,NA,NA,NA,2 cots dead,1.4,NA,NA
6,H,2017-08-07,5,NA,NA,NA,2 dead cots.,1.3,NA,NA
6,H,2017-08-09,5,NA,NA,NA,2 dead cots,1.5,NA,NA
6,H,2017-08-11,4,NA,NA,NA,1 leaf dying,2.5,NA,NA
6,H,2017-08-12,3,NA,NA,NA,1 leaf died,2.3,NA,NA
6,H,2017-08-14,6,NA,NA,NA,1 dead lead and 1 dead cot,2.4,NA,NA
6,H,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
6,H,2017-08-18,NA,NA,NA,NA,1 dead leaf,NA,NA,NA
6,H,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
6,H,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
6,H,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
6,H,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
6,I,2017-07-24,4,NA,NA,NA,Green,3,NA,NA
6,I,2017-07-26,4,NA,NA,NA,None,3.5,NA,NA
6,I,2017-07-28,4,NA,NA,NA,None,3.4,NA,NA
6,I,2017-07-30,5,NA,NA,NA,1 shiveled up leaf,2.8,NA,NA
6,I,2017-07-31,4,NA,NA,NA,1 shiveled up leaf,3.1,NA,NA
6,I,2017-08-02,5,NA,NA,NA,None,3.2,NA,NA
6,I,2017-08-05,6,NA,NA,NA,"2 dead cots, 2 leaves dying",2.6,NA,NA
6,I,2017-08-07,6,NA,NA,NA,1 dead leaf,1.5,NA,NA
6,I,2017-08-09,6,NA,NA,NA,1 dead cot.,2.5,NA,NA
6,I,2017-08-11,6,NA,NA,NA,"1 leaf dead, 1 cot dead",2.5,NA,NA
6,I,2017-08-12,5,NA,NA,NA,1 leaf died,3.1,NA,NA
6,I,2017-08-14,6,NA,NA,NA,None,2.1,NA,NA
6,I,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
6,I,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
6,I,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
6,I,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
6,I,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
6,I,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
6,J,2017-07-24,4,NA,NA,NA,Purple,2,NA,NA
6,J,2017-07-26,4,NA,NA,NA,None,2,NA,NA
6,J,2017-07-28,5,NA,NA,NA,None,1.5,NA,NA
6,J,2017-07-30,4,NA,NA,NA,None,2,NA,NA
6,J,2017-07-31,4,NA,NA,NA,None,2.1,NA,NA
6,J,2017-08-02,5,NA,NA,NA,1 cot dead,2,NA,NA
6,J,2017-08-05,6,NA,NA,NA,3 cots dead,1.7,NA,NA
6,J,2017-08-07,5,NA,NA,NA,None,1.5,NA,NA
6,J,2017-08-09,6,NA,NA,NA,1 dead cot,2.5,NA,NA
6,J,2017-08-11,4,NA,NA,NA,None,1.5,NA,NA
6,J,2017-08-12,4,NA,NA,NA,1 leaf is dying,1.4,NA,NA
6,J,2017-08-14,6,NA,NA,NA,2 dead cot,1.4,NA,NA
6,J,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
6,J,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
6,J,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
6,J,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
6,J,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
6,J,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
6,K,2017-07-24,5,NA,NA,NA,Purple,2,NA,NA
6,K,2017-07-26,4,NA,NA,NA,None,2,NA,NA
6,K,2017-07-28,4,NA,NA,NA,None,2,NA,NA
6,K,2017-07-30,4,NA,NA,NA,None,2.4,NA,NA
6,K,2017-07-31,4,NA,NA,NA,None,2.5,NA,NA
6,K,2017-08-02,5,NA,NA,NA,None,1.9,NA,NA
6,K,2017-08-05,6,NA,NA,NA,None,2,NA,NA
6,K,2017-08-07,4,NA,NA,NA,None,2.4,NA,NA
6,K,2017-08-09,6,NA,NA,NA,2 dead cots,2.4,NA,NA
6,K,2017-08-11,4,NA,NA,NA,None,2,NA,NA
6,K,2017-08-12,3,NA,NA,NA,1 leaf died,2.1,NA,NA
6,K,2017-08-14,4,NA,NA,NA,2 flattened leaves,1.3,NA,NA
6,K,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
6,K,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
6,K,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
6,K,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
6,K,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
6,K,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
6,L,2017-07-24,4,NA,NA,NA,Green,3.5,NA,NA
6,L,2017-07-26,4,NA,NA,NA,None,3.5,NA,NA
6,L,2017-07-28,4,NA,NA,NA,None,2.5,NA,NA
6,L,2017-07-30,4,NA,NA,NA,None,2.6,NA,NA
6,L,2017-07-31,4,NA,NA,NA,None,3.2,NA,NA
6,L,2017-08-02,5,NA,NA,NA,None,3,NA,NA
6,L,2017-08-05,5,NA,NA,NA,1 leaf was eaten,2.4,NA,NA
6,L,2017-08-07,4,NA,NA,NA,1 leaf has brown tip,2.4,NA,NA
6,L,2017-08-09,5,NA,NA,NA,1 dead cot,2.4,NA,NA
6,L,2017-08-11,4,NA,NA,NA,None,0.5,NA,NA
6,L,2017-08-12,4,NA,NA,NA,1 leaf dying,1.2,NA,NA
6,L,2017-08-14,4,NA,NA,NA,None,1,NA,NA
6,L,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
6,L,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
6,L,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
6,L,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
6,L,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
6,L,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
6,M,2017-07-24,6,NA,NA,NA,Purple,3.8,NA,NA
6,M,2017-07-26,6,NA,NA,NA,None,3.8,NA,NA
6,M,2017-07-28,5,NA,NA,NA,None,3.9,NA,NA
6,M,2017-07-30,5,NA,NA,NA,None,3.7,NA,NA
6,M,2017-07-31,5,NA,NA,NA,None,4,NA,NA
6,M,2017-08-02,5,NA,NA,NA,None,4,NA,NA
6,M,2017-08-05,8,NA,NA,NA,3 cots dead,3.6,NA,NA
6,M,2017-08-07,8,NA,NA,NA,2 dead cots,3,NA,NA
6,M,2017-08-09,7,NA,NA,NA,2 dead cots,3.8,NA,NA
6,M,2017-08-11,6,NA,NA,NA,None,3.5,NA,NA
6,M,2017-08-12,6,NA,NA,NA,1 edge browning,3.2,NA,NA
6,M,2017-08-14,7,NA,NA,NA,1 dying leaf,2.5,NA,NA
6,M,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA
6,M,2017-08-18,NA,NA,NA,NA,NA,NA,NA,NA
6,M,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA
6,M,2017-08-23,NA,NA,NA,NA,NA,NA,NA,NA
6,M,2017-08-25,NA,NA,NA,NA,NA,NA,NA,NA
6,M,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA
